start,end,speaker,text,tokens,dependencies,entities,intervention
00:01:00.337,00:01:00.896,SPEAKER_00,"Time now, 1430.","[{""text"": ""Time"", ""pos"": ""NOUN"", ""lemma"": ""time""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""1430"", ""pos"": ""NUM"", ""lemma"": ""1430""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Time"", ""head"": ""Time"", ""relation"": ""ROOT""}, {""word"": ""now"", ""head"": ""Time"", ""relation"": ""advmod""}, {""word"": "","", ""head"": ""now"", ""relation"": ""punct""}, {""word"": ""1430"", ""head"": ""now"", ""relation"": ""npadvmod""}, {""word"": ""."", ""head"": ""now"", ""relation"": ""punct""}]",[],"{""label"": ""Medication"", ""confidence"": 0.359}"
00:01:01.317,00:01:03.658,SPEAKER_00,"Roger that, we're on it.","[{""text"": ""Roger"", ""pos"": ""PROPN"", ""lemma"": ""Roger""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Roger"", ""head"": ""'re"", ""relation"": ""npadvmod""}, {""word"": ""that"", ""head"": ""'re"", ""relation"": ""mark""}, {""word"": "","", ""head"": ""'re"", ""relation"": ""punct""}, {""word"": ""we"", ""head"": ""'re"", ""relation"": ""nsubj""}, {""word"": ""'re"", ""head"": ""'re"", ""relation"": ""ROOT""}, {""word"": ""on"", ""head"": ""'re"", ""relation"": ""prep""}, {""word"": ""it"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""'re"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.364}"
00:01:03.738,00:01:03.978,SPEAKER_00,Hello!,"[{""text"": ""Hello"", ""pos"": ""INTJ"", ""lemma"": ""hello""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""lemma"": ""!""}]","[{""word"": ""Hello"", ""head"": ""Hello"", ""relation"": ""ROOT""}, {""word"": ""!"", ""head"": ""Hello"", ""relation"": ""punct""}]","[{""entity"": ""Lab_value"", ""text"": ""hello"", ""score"": 0.5730000138282776}, {""entity"": ""Other_event"", ""text"": ""!"", ""score"": 0.14800000190734863}]","{""label"": ""Airway"", ""confidence"": 0.373}"
00:01:04.078,00:01:13.305,SPEAKER_00,"Alright, DSI, scene safe.","[{""text"": ""Alright"", ""pos"": ""INTJ"", ""lemma"": ""alright""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""DSI"", ""pos"": ""PROPN"", ""lemma"": ""DSI""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""scene"", ""pos"": ""NOUN"", ""lemma"": ""scene""}, {""text"": ""safe"", ""pos"": ""ADJ"", ""lemma"": ""safe""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Alright"", ""head"": ""safe"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""safe"", ""relation"": ""punct""}, {""word"": ""DSI"", ""head"": "","", ""relation"": ""meta""}, {""word"": "","", ""head"": ""DSI"", ""relation"": ""punct""}, {""word"": ""scene"", ""head"": ""safe"", ""relation"": ""nsubj""}, {""word"": ""safe"", ""head"": ""safe"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""safe"", ""relation"": ""punct""}]",[],"{""label"": ""Medication"", ""confidence"": 0.356}"
00:01:14.525,00:01:17.608,SPEAKER_01,Looks like we have a 27-year-old male.,"[{""text"": ""Looks"", ""pos"": ""VERB"", ""lemma"": ""look""}, {""text"": ""like"", ""pos"": ""SCONJ"", ""lemma"": ""like""}, {""text"": ""27"", ""pos"": ""NUM"", ""lemma"": ""27""}, {""text"": ""-"", ""pos"": ""PUNCT"", ""lemma"": ""-""}, {""text"": ""year"", ""pos"": ""NOUN"", ""lemma"": ""year""}, {""text"": ""-"", ""pos"": ""PUNCT"", ""lemma"": ""-""}, {""text"": ""old"", ""pos"": ""ADJ"", ""lemma"": ""old""}, {""text"": ""male"", ""pos"": ""NOUN"", ""lemma"": ""male""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Looks"", ""head"": ""Looks"", ""relation"": ""ROOT""}, {""word"": ""like"", ""head"": ""have"", ""relation"": ""mark""}, {""word"": ""we"", ""head"": ""have"", ""relation"": ""nsubj""}, {""word"": ""have"", ""head"": ""Looks"", ""relation"": ""advcl""}, {""word"": ""a"", ""head"": ""male"", ""relation"": ""det""}, {""word"": ""27"", ""head"": ""year"", ""relation"": ""nummod""}, {""word"": ""-"", ""head"": ""year"", ""relation"": ""punct""}, {""word"": ""year"", ""head"": ""old"", ""relation"": ""npadvmod""}, {""word"": ""-"", ""head"": ""old"", ""relation"": ""punct""}, {""word"": ""old"", ""head"": ""male"", ""relation"": ""amod""}, {""word"": ""male"", ""head"": ""have"", ""relation"": ""dobj""}, {""word"": ""."", ""head"": ""Looks"", ""relation"": ""punct""}]","[{""entity"": ""Age"", ""text"": ""27 - year - old"", ""score"": 0.9169999957084656}]","{""label"": ""Airway"", ""confidence"": 0.352}"
00:01:25.849,00:01:26.570,SPEAKER_01,Unresponsive.,"[{""text"": ""Unresponsive"", ""pos"": ""ADJ"", ""lemma"": ""unresponsive""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Unresponsive"", ""head"": ""Unresponsive"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Unresponsive"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.372}"
00:01:26.611,00:01:27.290,SPEAKER_01,"Sir, can you hear me?","[{""text"": ""Sir"", ""pos"": ""PROPN"", ""lemma"": ""Sir""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""hear"", ""pos"": ""VERB"", ""lemma"": ""hear""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""lemma"": ""?""}]","[{""word"": ""Sir"", ""head"": ""hear"", ""relation"": ""npadvmod""}, {""word"": "","", ""head"": ""hear"", ""relation"": ""punct""}, {""word"": ""can"", ""head"": ""hear"", ""relation"": ""aux""}, {""word"": ""you"", ""head"": ""hear"", ""relation"": ""nsubj""}, {""word"": ""hear"", ""head"": ""hear"", ""relation"": ""ROOT""}, {""word"": ""me"", ""head"": ""hear"", ""relation"": ""dobj""}, {""word"": ""?"", ""head"": ""hear"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.359}"
00:01:27.311,00:01:28.852,SPEAKER_01,My name is Hans with the ambulance service.,"[{""text"": ""Hans"", ""pos"": ""PROPN"", ""lemma"": ""Hans""}, {""text"": ""ambulance"", ""pos"": ""NOUN"", ""lemma"": ""ambulance""}, {""text"": ""service"", ""pos"": ""NOUN"", ""lemma"": ""service""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""My"", ""head"": ""name"", ""relation"": ""poss""}, {""word"": ""name"", ""head"": ""is"", ""relation"": ""nsubj""}, {""word"": ""is"", ""head"": ""is"", ""relation"": ""ROOT""}, {""word"": ""Hans"", ""head"": ""is"", ""relation"": ""attr""}, {""word"": ""with"", ""head"": ""Hans"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""service"", ""relation"": ""det""}, {""word"": ""ambulance"", ""head"": ""service"", ""relation"": ""compound""}, {""word"": ""service"", ""head"": ""with"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""is"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.365}"
00:01:28.871,00:01:29.593,SPEAKER_01,"My partner, Ted.","[{""text"": ""partner"", ""pos"": ""NOUN"", ""lemma"": ""partner""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""Ted"", ""pos"": ""PROPN"", ""lemma"": ""Ted""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""My"", ""head"": ""partner"", ""relation"": ""poss""}, {""word"": ""partner"", ""head"": ""partner"", ""relation"": ""ROOT""}, {""word"": "","", ""head"": ""partner"", ""relation"": ""punct""}, {""word"": ""Ted"", ""head"": ""partner"", ""relation"": ""appos""}, {""word"": ""."", ""head"": ""partner"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.357}"
00:01:29.612,00:01:30.293,SPEAKER_00,"Can you hear me, sir?","[{""text"": ""hear"", ""pos"": ""VERB"", ""lemma"": ""hear""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""sir"", ""pos"": ""PROPN"", ""lemma"": ""sir""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""lemma"": ""?""}]","[{""word"": ""Can"", ""head"": ""hear"", ""relation"": ""aux""}, {""word"": ""you"", ""head"": ""hear"", ""relation"": ""nsubj""}, {""word"": ""hear"", ""head"": ""hear"", ""relation"": ""ROOT""}, {""word"": ""me"", ""head"": ""hear"", ""relation"": ""dobj""}, {""word"": "","", ""head"": ""hear"", ""relation"": ""punct""}, {""word"": ""sir"", ""head"": ""hear"", ""relation"": ""npadvmod""}, {""word"": ""?"", ""head"": ""hear"", ""relation"": ""punct""}]","[{""entity"": ""Detailed_description"", ""text"": ""can"", ""score"": 0.5730000138282776}]","{""label"": ""Medication"", ""confidence"": 0.358}"
00:01:30.313,00:01:32.635,SPEAKER_01,Can you hear me?,"[{""text"": ""hear"", ""pos"": ""VERB"", ""lemma"": ""hear""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""lemma"": ""?""}]","[{""word"": ""Can"", ""head"": ""hear"", ""relation"": ""aux""}, {""word"": ""you"", ""head"": ""hear"", ""relation"": ""nsubj""}, {""word"": ""hear"", ""head"": ""hear"", ""relation"": ""ROOT""}, {""word"": ""me"", ""head"": ""hear"", ""relation"": ""dobj""}, {""word"": ""?"", ""head"": ""hear"", ""relation"": ""punct""}]","[{""entity"": ""Detailed_description"", ""text"": ""can"", ""score"": 0.26100000739097595}, {""entity"": ""Sign_symptom"", ""text"": ""?"", ""score"": 0.11900000274181366}]","{""label"": ""Airway"", ""confidence"": 0.366}"
00:01:33.174,00:01:33.615,SPEAKER_01,Unresponsive.,"[{""text"": ""Unresponsive"", ""pos"": ""ADJ"", ""lemma"": ""unresponsive""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Unresponsive"", ""head"": ""Unresponsive"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Unresponsive"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.372}"
00:01:33.635,00:01:34.495,SPEAKER_01,Let's get to the vitals here.,"[{""text"": ""Let"", ""pos"": ""VERB"", ""lemma"": ""let""}, {""text"": ""vitals"", ""pos"": ""NOUN"", ""lemma"": ""vital""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Let"", ""head"": ""Let"", ""relation"": ""ROOT""}, {""word"": ""'s"", ""head"": ""get"", ""relation"": ""nsubj""}, {""word"": ""get"", ""head"": ""Let"", ""relation"": ""ccomp""}, {""word"": ""to"", ""head"": ""get"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""vitals"", ""relation"": ""det""}, {""word"": ""vitals"", ""head"": ""to"", ""relation"": ""pobj""}, {""word"": ""here"", ""head"": ""get"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""Let"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.364}"
00:01:34.555,00:01:36.037,SPEAKER_01,I'm going to start checking for any injuries.,"[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""start"", ""pos"": ""VERB"", ""lemma"": ""start""}, {""text"": ""checking"", ""pos"": ""VERB"", ""lemma"": ""check""}, {""text"": ""injuries"", ""pos"": ""NOUN"", ""lemma"": ""injury""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""start"", ""relation"": ""aux""}, {""word"": ""start"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""checking"", ""head"": ""start"", ""relation"": ""xcomp""}, {""word"": ""for"", ""head"": ""checking"", ""relation"": ""prep""}, {""word"": ""any"", ""head"": ""injuries"", ""relation"": ""det""}, {""word"": ""injuries"", ""head"": ""for"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.372}"
00:01:38.578,00:01:40.721,SPEAKER_01,"My pen light, shiny eyes.","[{""text"": ""pen"", ""pos"": ""NOUN"", ""lemma"": ""pen""}, {""text"": ""light"", ""pos"": ""NOUN"", ""lemma"": ""light""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""shiny"", ""pos"": ""ADJ"", ""lemma"": ""shiny""}, {""text"": ""eyes"", ""pos"": ""NOUN"", ""lemma"": ""eye""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""My"", ""head"": ""light"", ""relation"": ""poss""}, {""word"": ""pen"", ""head"": ""light"", ""relation"": ""compound""}, {""word"": ""light"", ""head"": ""light"", ""relation"": ""ROOT""}, {""word"": "","", ""head"": ""light"", ""relation"": ""punct""}, {""word"": ""shiny"", ""head"": ""eyes"", ""relation"": ""amod""}, {""word"": ""eyes"", ""head"": ""light"", ""relation"": ""appos""}, {""word"": ""."", ""head"": ""light"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""pen"", ""score"": 0.36000001430511475}, {""entity"": ""Lab_value"", ""text"": ""light"", ""score"": 0.753000020980835}, {""entity"": ""Color"", ""text"": ""shiny"", ""score"": 0.2939999997615814}]","{""label"": ""Medication"", ""confidence"": 0.355}"
00:01:41.001,00:01:41.861,SPEAKER_01,Pupils react to light?,"[{""text"": ""Pupils"", ""pos"": ""NOUN"", ""lemma"": ""pupil""}, {""text"": ""react"", ""pos"": ""VERB"", ""lemma"": ""react""}, {""text"": ""light"", ""pos"": ""NOUN"", ""lemma"": ""light""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""lemma"": ""?""}]","[{""word"": ""Pupils"", ""head"": ""react"", ""relation"": ""nsubj""}, {""word"": ""react"", ""head"": ""react"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""react"", ""relation"": ""prep""}, {""word"": ""light"", ""head"": ""to"", ""relation"": ""pobj""}, {""word"": ""?"", ""head"": ""react"", ""relation"": ""punct""}]","[{""entity"": ""Sign_symptom"", ""text"": ""pupils react"", ""score"": 0.9020000100135803}]","{""label"": ""Airway"", ""confidence"": 0.361}"
00:01:42.242,00:01:43.942,SPEAKER_00,Pupils are reactive to light.,"[{""text"": ""Pupils"", ""pos"": ""NOUN"", ""lemma"": ""pupil""}, {""text"": ""reactive"", ""pos"": ""ADJ"", ""lemma"": ""reactive""}, {""text"": ""light"", ""pos"": ""NOUN"", ""lemma"": ""light""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Pupils"", ""head"": ""are"", ""relation"": ""nsubj""}, {""word"": ""are"", ""head"": ""are"", ""relation"": ""ROOT""}, {""word"": ""reactive"", ""head"": ""are"", ""relation"": ""acomp""}, {""word"": ""to"", ""head"": ""reactive"", ""relation"": ""prep""}, {""word"": ""light"", ""head"": ""to"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""are"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""pupils"", ""score"": 0.9449999928474426}]","{""label"": ""Airway"", ""confidence"": 0.365}"
00:01:44.603,00:01:48.286,SPEAKER_01,"Checking for any decapital loss in the head, eye injuries, mouth, nose.","[{""text"": ""Checking"", ""pos"": ""VERB"", ""lemma"": ""check""}, {""text"": ""decapital"", ""pos"": ""ADJ"", ""lemma"": ""decapital""}, {""text"": ""loss"", ""pos"": ""NOUN"", ""lemma"": ""loss""}, {""text"": ""head"", ""pos"": ""NOUN"", ""lemma"": ""head""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""eye"", ""pos"": ""NOUN"", ""lemma"": ""eye""}, {""text"": ""injuries"", ""pos"": ""NOUN"", ""lemma"": ""injury""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""mouth"", ""pos"": ""NOUN"", ""lemma"": ""mouth""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""nose"", ""pos"": ""NOUN"", ""lemma"": ""nose""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Checking"", ""head"": ""Checking"", ""relation"": ""ROOT""}, {""word"": ""for"", ""head"": ""Checking"", ""relation"": ""prep""}, {""word"": ""any"", ""head"": ""loss"", ""relation"": ""det""}, {""word"": ""decapital"", ""head"": ""loss"", ""relation"": ""amod""}, {""word"": ""loss"", ""head"": ""for"", ""relation"": ""pobj""}, {""word"": ""in"", ""head"": ""loss"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""head"", ""relation"": ""det""}, {""word"": ""head"", ""head"": ""in"", ""relation"": ""pobj""}, {""word"": "","", ""head"": ""head"", ""relation"": ""punct""}, {""word"": ""eye"", ""head"": ""injuries"", ""relation"": ""compound""}, {""word"": ""injuries"", ""head"": ""head"", ""relation"": ""conj""}, {""word"": "","", ""head"": ""injuries"", ""relation"": ""punct""}, {""word"": ""mouth"", ""head"": ""nose"", ""relation"": ""nmod""}, {""word"": "","", ""head"": ""mouth"", ""relation"": ""punct""}, {""word"": ""nose"", ""head"": ""injuries"", ""relation"": ""appos""}, {""word"": ""."", ""head"": ""Checking"", ""relation"": ""punct""}]","[{""entity"": ""Sign_symptom"", ""text"": ""dec"", ""score"": 0.5}, {""entity"": ""Disease_disorder"", ""text"": ""loss"", ""score"": 0.8130000233650208}]","{""label"": ""Airway"", ""confidence"": 0.367}"
00:01:48.305,00:01:49.087,SPEAKER_01,Negative.,"[{""text"": ""Negative"", ""pos"": ""ADJ"", ""lemma"": ""negative""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Negative"", ""head"": ""Negative"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Negative"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.362}"
00:01:49.406,00:01:50.787,SPEAKER_01,"JVD, tracheal deviation.","[{""text"": ""JVD"", ""pos"": ""PROPN"", ""lemma"": ""JVD""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""tracheal"", ""pos"": ""NOUN"", ""lemma"": ""tracheal""}, {""text"": ""deviation"", ""pos"": ""NOUN"", ""lemma"": ""deviation""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""JVD"", ""head"": ""JVD"", ""relation"": ""ROOT""}, {""word"": "","", ""head"": ""JVD"", ""relation"": ""punct""}, {""word"": ""tracheal"", ""head"": ""deviation"", ""relation"": ""compound""}, {""word"": ""deviation"", ""head"": ""JVD"", ""relation"": ""appos""}, {""word"": ""."", ""head"": ""JVD"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""tr"", ""score"": 0.9869999885559082}, {""entity"": ""Biological_structure"", ""text"": ""##ache"", ""score"": 0.9269999861717224}, {""entity"": ""Biological_structure"", ""text"": ""##al"", ""score"": 0.8569999933242798}]","{""label"": ""Airway"", ""confidence"": 0.378}"
00:01:50.808,00:01:51.308,SPEAKER_01,Negative.,"[{""text"": ""Negative"", ""pos"": ""ADJ"", ""lemma"": ""negative""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Negative"", ""head"": ""Negative"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Negative"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.362}"
00:01:51.909,00:01:52.870,SPEAKER_01,Any clavicle injuries?,"[{""text"": ""clavicle"", ""pos"": ""NOUN"", ""lemma"": ""clavicle""}, {""text"": ""injuries"", ""pos"": ""NOUN"", ""lemma"": ""injury""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""lemma"": ""?""}]","[{""word"": ""Any"", ""head"": ""injuries"", ""relation"": ""det""}, {""word"": ""clavicle"", ""head"": ""injuries"", ""relation"": ""compound""}, {""word"": ""injuries"", ""head"": ""injuries"", ""relation"": ""ROOT""}, {""word"": ""?"", ""head"": ""injuries"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""##cle"", ""score"": 0.8709999918937683}]","{""label"": ""Airway"", ""confidence"": 0.374}"
00:01:53.875,00:01:54.094,SPEAKER_01,Negative.,"[{""text"": ""Negative"", ""pos"": ""ADJ"", ""lemma"": ""negative""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Negative"", ""head"": ""Negative"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Negative"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.362}"
00:01:54.114,00:01:55.977,SPEAKER_01,I'm going to also take the lung sounds here.,"[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""lung"", ""pos"": ""NOUN"", ""lemma"": ""lung""}, {""text"": ""sounds"", ""pos"": ""VERB"", ""lemma"": ""sound""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""take"", ""relation"": ""aux""}, {""word"": ""also"", ""head"": ""take"", ""relation"": ""advmod""}, {""word"": ""take"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""the"", ""head"": ""sounds"", ""relation"": ""det""}, {""word"": ""lung"", ""head"": ""sounds"", ""relation"": ""compound""}, {""word"": ""sounds"", ""head"": ""take"", ""relation"": ""dobj""}, {""word"": ""here"", ""head"": ""take"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""lung"", ""score"": 0.996999979019165}]","{""label"": ""Airway"", ""confidence"": 0.359}"
00:01:55.996,00:02:06.486,SPEAKER_01,"Okay, no lung sounds on the right.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""lung"", ""pos"": ""NOUN"", ""lemma"": ""lung""}, {""text"": ""sounds"", ""pos"": ""VERB"", ""lemma"": ""sound""}, {""text"": ""right"", ""pos"": ""NOUN"", ""lemma"": ""right""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""sounds"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""sounds"", ""relation"": ""punct""}, {""word"": ""no"", ""head"": ""lung"", ""relation"": ""det""}, {""word"": ""lung"", ""head"": ""sounds"", ""relation"": ""nsubj""}, {""word"": ""sounds"", ""head"": ""sounds"", ""relation"": ""ROOT""}, {""word"": ""on"", ""head"": ""sounds"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""right"", ""relation"": ""det""}, {""word"": ""right"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""sounds"", ""relation"": ""punct""}]","[{""entity"": ""Sign_symptom"", ""text"": ""lung"", ""score"": 0.5339999794960022}]","{""label"": ""Medication"", ""confidence"": 0.347}"
00:02:06.506,00:02:07.307,SPEAKER_01,That's correct.,"[{""text"": ""correct"", ""pos"": ""ADJ"", ""lemma"": ""correct""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""That"", ""head"": ""'s"", ""relation"": ""nsubj""}, {""word"": ""'s"", ""head"": ""'s"", ""relation"": ""ROOT""}, {""word"": ""correct"", ""head"": ""'s"", ""relation"": ""acomp""}, {""word"": ""."", ""head"": ""'s"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.363}"
00:02:07.466,00:02:08.427,SPEAKER_01,I'm going to confirm that.,"[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""confirm"", ""pos"": ""VERB"", ""lemma"": ""confirm""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""confirm"", ""relation"": ""aux""}, {""word"": ""confirm"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""that"", ""head"": ""confirm"", ""relation"": ""dobj""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.371}"
